id,text
sms-03241,Am okay. Will soon be over. All the best
sms-03242,"A cute thought for friendship: ""Its not necessary to share every secret with ur close Frnd, but watever u shared should be true""...."
sms-03243,Ok i've sent u da latest version of da project.
sms-03244,Good Morning my Dear........... Have a great &amp; successful day.
sms-03245,Pls accept me for one day. Or am begging you change the number.
sms-03246,Squeeeeeze!! This is christmas hug.. If u lik my frndshp den hug me back.. If u get 3 u r cute:) 6 u r luvd:* 9 u r so lucky;) None? People hate u:
sms-03247,"Its ok, if anybody asks abt me, u tel them..:-P"
sms-03248,"Funny fact Nobody teaches volcanoes 2 erupt, tsunamis 2 arise, hurricanes 2 sway aroundn no 1 teaches hw 2 choose a wife Natural disasters just happens"
sms-03249,* You gonna ring this weekend or wot?
sms-03250,Also track down any lighters you can find
sms-03251,"Sorry, I can't help you on this."
sms-03252,"Babe, I need your advice"
sms-03253,"I‘ll leave around four, ok?"
sms-03254,Come to medical college at 7pm ......forward it da
sms-03255,K:)k..its good:)when are you going?
sms-03256,I can make lasagna for you... vodka...
sms-03257,HI ITS KATE CAN U GIVE ME A RING ASAP XXX
sms-03258,Who were those people ? Were you in a tour ? I thought you were doing that sofa thing you sent me ? Your curious sugar
sms-03259,"No, but you told me you were going, before you got drunk!"
sms-03260,He fucking chickened out. He messaged me he would be late and woould buzz me and then I didn't hear a word from him
sms-03261,"Congratulations! Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08718726978 NOW! Only 10p per minute. BT-national-rate"
sms-03262,I'm always looking for an excuse to be in the city.
sms-03263,Yup i'm still having coffee wif my frens... My fren drove she'll give me a lift...
sms-03264,O shore are you takin the bus
sms-03265,So u gonna get deus ex?
sms-03266,I will send them to your email. Do you mind  &lt;#&gt;  times per night?
sms-03267,"44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705."
sms-03268,tap & spile at seven. * Is that pub on gas st off broad st by canal. Ok?
sms-03269,Ok then i come n pick u at engin?
sms-03270,Which is why i never wanted to tell you any of this. Which is why i'm so short with you and on-edge as of late.
sms-03271,Raviyog Peripherals bhayandar east
sms-03272,K actually can you guys meet me at the sunoco on howard? It should be right on the way
sms-03273,You have 1 new voicemail. Please call 08719181513.
sms-03274,"MOON has come to color your dreams, STARS to make them musical and my SMS to give you warm and Peaceful Sleep. Good Night"
sms-03275,Just finished eating. Got u a plate. NOT leftovers this time.
sms-03276,Thanx a lot...
sms-03277,Hurry home u big butt. Hang up on your last caller if u have to. Food is done and I'm starving. Don't ask what I cooked.
sms-03278,Lol your right. What diet? Everyday I cheat anyway. I'm meant to be a fatty :(
sms-03279,Its a great day. Do have yourself a beautiful one.
sms-03280,What happened in interview?
sms-03281,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant."
sms-03282,Badrith is only for chennai:)i will surely pick for us:)no competition for him.
sms-03283,I tot it's my group mate... Lucky i havent reply... Wat time do ü need to leave... 
sms-03284,Hey you around? I've got enough for a half + the ten I owe you
sms-03285,Hey tmr maybe can meet you at yck
sms-03286,ALRITE SAM ITS NIC JUST CHECKIN THAT THIS IS UR NUMBER-SO IS IT?T.B*
sms-03287,They are just making it easy to pay back. I have  &lt;#&gt; yrs to say but i can pay back earlier. You get?
sms-03288,Not to worry. I'm sure you'll get it.
sms-03289,"The gas station is like a block away from my house, you'll drive right by it since armenia ends at swann and you have to take howard"
sms-03290,"Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058097189 NOW all will be revealed. POBox 6, LS15HB 150p "
sms-03291,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days
sms-03292,My tuition is at 330. Hm we go for the 1120 to 1205 one? Do you mind?
sms-03293,"I'm not smoking while people use ""wylie smokes too much"" to justify ruining my shit"
sms-03294,Dear good morning how you feeling dear
sms-03295,A little. Meds say take once every 8 hours. It's only been 5 but pain is back. So I took another. Hope I don't die
sms-03296,"Beautiful tomorrow never comes.. When it comes, it's already TODAY.. In the hunt of beautiful tomorrow don't waste your wonderful TODAY.. GOODMORNING:)"
sms-03297,Dunno lei ü all decide lor. How abt leona? Oops i tot ben is going n i msg him.
sms-03298,Hi there. We have now moved in2 our pub . Would be great 2 c u if u cud come up.
sms-03299,Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app 
sms-03300,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18 only
sms-03301,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)"
sms-03302,Just do what ever is easier for you
sms-03303,RCT' THNQ Adrian for U text. Rgds Vatian
sms-03304,Stop calling everyone saying I might have cancer. My throat hurts to talk. I can't be answering everyones calls. If I get one more call I'm not babysitting on Monday
sms-03305,"It'll be tough, but I'll do what I have to"
sms-03306,IM GONNAMISSU SO MUCH!!I WOULD SAY IL SEND U A POSTCARD BUTTHERES ABOUTAS MUCH CHANCE OF MEREMEMBERIN ASTHERE IS OFSI NOT BREAKIN HIS CONTRACT!! LUV Yaxx
sms-03307,Ee msg na poortiyagi odalebeku: Hanumanji 7 name 1-Hanuman 2-Bajarangabali 3-Maruti 4-Pavanaputra 5-Sankatmochan 6-Ramaduth 7-Mahaveer ee 7 name  &lt;#&gt;  janarige ivatte kalisidare next saturday olage ondu good news keluviri...! Maretare inde 1 dodda problum nalli siguviri idu matra  &lt;#&gt; % true.. Don't neglet.
sms-03308,HI DARLIN I FINISH AT 3 DO U 1 2 PICK ME UP OR MEET ME? TEXT BACK ON THIS NUMBER LUV KATE XXX
sms-03309,"Set a place for me in your heart and not in your mind, as the mind easily forgets but the heart will always remember. Wish you Happy Valentines Day!"
sms-03310,But i'm surprised she still can guess right lor...
sms-03311,Okie ü wan meet at bishan? Cos me at bishan now. I'm not driving today.
sms-03312,Oh ho. Is this the first time u use these type of words
sms-03313,HI DARLIN HOW WAS WORK DID U GET INTO TROUBLE? IJUST TALKED TO YOUR MUM ALL MORNING! I HAD A REALLY GOOD TIME LAST NIGHT IM GOIN OUT SOON BUT CALL ME IF U CAN
sms-03314,I know you are serving. I mean what are you doing now.
sms-03315,"Huh... Hyde park not in mel ah, opps, got confused... Anyway, if tt's e best choice den we juz have to take it..."
sms-03316,Oh gei. That happend to me in tron. Maybe ill dl it in 3d when its out
sms-03317,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com"
sms-03318,I know girls always safe and selfish know i got it pa. Thank you. good night.
sms-03319,"No worries, hope photo shoot went well. have a spiffing fun at workage. "
sms-03320,I'm freezing and craving ice. Fml
sms-03321,Kay... Since we are out already 
sms-03322,Eh sorry leh... I din c ur msg. Not sad already lar. Me watching tv now. U still in office?
sms-03323,Yo im right by yo work
sms-03324,Ok darlin i supose it was ok i just worry too much.i have to do some film stuff my mate and then have to babysit again! But you can call me there.xx
sms-03325,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,"
sms-03326,I don wake since. I checked that stuff and saw that its true no available spaces. Pls call the embassy or send a mail to them.
sms-03327,Nope... Juz off from work...
sms-03328,Huh so fast... Dat means u havent finished painting?
sms-03329, what number do u live at? Is it 11?
sms-03330,"No we put party 7 days a week and study lightly, I think we need to draw in some custom checkboxes so they know we're hardcore"
sms-03331,Sac will score big hundred.he is set batsman:-)
sms-03332,Send me yetty's number pls.
sms-03333,How much it will cost approx . Per month.
sms-03334,Ok... The theory test? when are ü going to book? I think it's on 21 may. Coz thought wanna go out with jiayin. But she isnt free
sms-03335,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000928. PoBox45W2TG150P"
sms-03336,"That's fine, have him give me a call if he knows what he wants or has any questions"
sms-03337,"Sorry, got a late start, we're on the way"
sms-03338,Then u go back urself lor...
sms-03339,I AM AT THE GAS STATION. GO THERE.
sms-03340,"K, if u bored up just come to my home.."
sms-03341,Babe !!!! I LOVE YOU !!!! *covers your face in kisses*
sms-03342,"Like I made him throw up when we were smoking in our friend's car one time, it was awesome"
sms-03343,Still i have not checked it da. . .
sms-03344,You will go to walmart. I.ll stay.
sms-03345,"I haven't forgotten you, i might have a couple bucks to send you tomorrow, k? I love ya too"
sms-03346,Oh great. I.ll disturb him more so that we can talk.
sms-03347,Reverse is cheating. That is not mathematics.
sms-03348,U're welcome... Caught u using broken english again...
sms-03349,No problem baby. Is this is a good time to talk? I called and left a message.
sms-03350,"Sorry, I'll call later"
sms-03351,Oh is it! Which brand?
sms-03352,Sorry i cant take your call right now. It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.
sms-03353,At what time are you coming.
sms-03354,Call him and say you not coming today ok and tell them not to fool me like this ok
sms-03355,I emailed yifeng my part oredi.. Can ü get it fr him..
sms-03356,R u sure they'll understand that! Wine * good idea just had a slurp!
sms-03357,Minimum walk is 3miles a day.
sms-03358,Ok not a problem will get them a taxi. C ing  tomorrow and tuesday. On tuesday think we r all going to the cinema. 
sms-03359,"Brainless Baby Doll..:-D;-), vehicle sariyag drive madoke barolla.."
sms-03360,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...
sms-03361,Sorry I missed your call let's talk when you have the time. I'm on 07090201529
sms-03362,Please attend the phone:)
sms-03363,You only hate me. You can call any but you didnt accept even a single call of mine. Or even you messaged
sms-03364,No messages on her phone. I'm holding it now
sms-03365,Can... I'm free...
sms-03366,"Yo my trip got postponed, you still stocked up?"
sms-03367,"Sorry, I'll call later"
sms-03368,I am waiting for your call sir.
sms-03369,Hey what are you doing. Y no reply pa..
sms-03370,"Hey elaine, is today's meeting still on?"
sms-03371,Sorry i've not gone to that place. I.ll do so tomorrow. Really sorry.
sms-03372,Most of the tiime when i don't let you hug me it's so i don't break into tears.
sms-03373,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow
sms-03374,And now electricity just went out fml.
sms-03375,"Looks like you found something to do other than smoke, great job!"
sms-03376,Also andros ice etc etc
sms-03377,:) 
sms-03378,"Good afternon, my love. How are today? I hope your good and maybe have some interviews. I wake and miss you babe. A passionate kiss from across the sea"
sms-03379,Yup. Wun believe wat? U really neva c e msg i sent shuhui?
sms-03380,Hows that watch resizing
sms-03381,Dear umma she called me now :-)
sms-03382,Just finished. Missing you plenty
sms-03383,"complimentary 4 STAR Ibiza Holiday or £10,000 cash needs your URGENT collection. 09066364349 NOW from Landline not to lose out! Box434SK38WP150PPM18+"
sms-03384,"Well, I meant as opposed to my drunken night of before"
sms-03385,K... Must book a not huh? so going for yoga basic on sunday?
sms-03386,FREE MSG:We billed your mobile number by mistake from shortcode 83332.Please call 08081263000 to have charges refunded.This call will be free from a BT landline
sms-03387,Ok can...
sms-03388,"Oops - am at my mum's in somerset... Bit far! Back tomo, see you soon x"
sms-03389,So u workin overtime nigpun?
sms-03390,Same as kallis dismissial in 2nd test:-).
sms-03391,O. Guess they both got screwd
sms-03392,Please CALL 08712402972 immediately as there is an urgent message waiting for you
sms-03393,"I'm in a meeting, call me later at"
sms-03394,What r u cooking me for dinner?
sms-03395,Ok thanx...
sms-03396,Bull. Your plan was to go floating off to IKEA with me without a care in the world. So i have to live with your mess another day.
sms-03397,Then i buy.
sms-03398,URGENT! Your Mobile number has been awarded with a £2000 Bonus Caller Prize. Call 09058095201 from land line. Valid 12hrs only
sms-03399,Heehee that was so funny tho
sms-03400,It only does simple arithmetic not percentages.
sms-03401,"Yeah we wouldn't leave for an hour at least, how's 4 sound?"
sms-03402,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066364589"
sms-03403,Thanks honey. Have a great day.
sms-03404,"'An Amazing Quote'' - ""Sometimes in life its difficult to decide whats wrong!! a lie that brings a smile or the truth that brings a tear...."""
sms-03405,Good night my dear.. Sleepwell&amp;Take care
sms-03406,Then ü ask dad to pick ü up lar... Ü wan 2 stay until 6 meh...
sms-03407,"Jus chillaxin, what up"
sms-03408,"""HEY DAS COOL... IKNOW ALL 2 WELLDA PERIL OF STUDENTFINANCIAL CRISIS!SPK 2 U L8R."""
sms-03409,"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOODMORNING"
sms-03410,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705
sms-03411,"Whats that coming over the hill..... Is it a monster! Hope you have a great day. Things r going fine here, busy though! "
sms-03412,Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.
sms-03413,Only once then after ill obey all yours.
sms-03414,No she didnt. I will search online and let you know.
sms-03415,Where do you need to go to get it?
sms-03416,No pic. Please re-send.
sms-03417,He remains a bro amongst bros
sms-03418,Uhhhhrmm isnt having tb test bad when youre sick
sms-03419,But i haf enuff space got like 4 mb...
sms-03420,LIFE has never been this much fun and great until you came in. You made it truly special for me. I won't forget you! enjoy @ one gbp/sms
sms-03421,Do you want a new Video phone? 600 anytime any network mins 400 Inclusive Video calls AND downloads 5 per week Free delTOMORROW call 08002888812 or reply NOW
sms-03422,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066368470"
sms-03423,Welcome! Please reply with your AGE and GENDER to begin. e.g 24M
sms-03424,Freemsg: 1-month unlimited free calls! Activate SmartCall Txt: CALL to No: 68866. Subscriptn3gbp/wk unlimited calls Help: 08448714184 Stop?txt stop landlineonly
sms-03425,Had your mobile 10 mths? Update to latest Orange camera/video phones for FREE. Save £s with Free texts/weekend calls. Text YES for a callback orno to opt out
sms-03426,Am new 2 club & dont fink we met yet Will B gr8 2 C U Please leave msg 2day wiv ur area 09099726553 reply promised CARLIE x Calls£1/minMobsmore LKPOBOX177HP51FL
sms-03427,True. Its easier with her here.
sms-03428,Sure but since my parents will be working on Tuesday I don't really need a cover story
sms-03429,Haha okay... Today weekend leh... 
sms-03430,"""Hi darlin did youPhone me? Im atHome if youwanna chat."""
sms-03431,I don't know jack shit about anything or i'd say/ask something helpful but if you want you can pretend that I did and just text me whatever in response to the hypotheticalhuagauahahuagahyuhagga
sms-03432,You've always been the brainy one.
sms-03433,Yeah if we do have to get a random dude we need to change our info sheets to PARTY  &lt;#&gt; /7 NEVER STUDY just to be safe
sms-03434,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.
sms-03435,"Christmas is An occasion that is Celebrated as a Reflection of UR... Values..., Desires..., Affections...&amp; Traditions.... Have an ideal Christmas..."
sms-03436,Sending you greetings of joy and happiness. Do have a gr8 evening
sms-03437,"""Hi darlin i cantdo anythingtomorrow as myparents aretaking me outfor a meal. when are u free? Katexxx"""
sms-03438,If india win or level series means this is record:)
sms-03439,Then what about further plan?
sms-03440,Its good to hear from you
sms-03441,"awesome, how do I deal with the gate? Charles told me last night but, uh, yeah"
sms-03442,What time you thinkin of goin?
sms-03443,Get a FREE mobile video player FREE movie. To collect text GO to 89105. Its free! Extra films can be ordered t's and c's apply. 18 yrs only
sms-03444,Save money on wedding lingerie at www.bridal.petticoatdreams.co.uk Choose from a superb selection with national delivery. Brought to you by WeddingFriend
sms-03445,Your board is working fine. The issue of overheating is also reslove. But still software inst is pending. I will come around 8'o clock.
sms-03446,Yes but I don't care cause I know its there!
sms-03447,"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine ""KUDI""yarasu dhina vaazhthukkal. .."
sms-03448,"Mon okie lor... Haha, best is cheap n gd food la, ex oso okie... Depends on whether wana eat western or chinese food... Den which u prefer... "
sms-03449,Sitting ard nothing to do lor. U leh busy w work?
sms-03450,Its  &lt;#&gt; k here oh. Should i send home for sale.
sms-03451,Sorry. || mail? || 
sms-03452,Ya just telling abt tht incident..
sms-03453,Yes we were outside for like 2 hours. And I called my whole family to wake them up cause it started at 1 am
sms-03454,Ugh just got outta class
sms-03455,"Nowadays people are notixiquating the laxinorficated opportunity for bambling of entropication.... Have you ever oblisingately opted ur books for the masteriastering amplikater of fidalfication? It is very champlaxigating, i think it is atrocious.. Wotz Ur Opinion???? Junna"
sms-03456,I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.
sms-03457,No need lar. Jus testing e phone card. Dunno network not gd i thk. Me waiting 4 my sis 2 finish bathing so i can bathe. Dun disturb u liao u cleaning ur room.
sms-03458,Ok. I.ll do you right later.
sms-03459,Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8
sms-03460,Have your lunch and come quickly and open the door:)
sms-03461,Not heard from U4 a while. Call me now am here all night with just my knickers on. Make me beg for it like U did last time 01223585236 XX Luv Nikiyu4.net
sms-03462,I am back. Bit long cos of accident on a30. Had to divert via wadebridge.I had a brilliant weekend thanks. Speak soon. Lots of love
sms-03463,"K.. I yan jiu liao... Sat we can go 4 bugis vill one frm 10 to 3 den hop to parco 4 nb. Sun can go cine frm 1030 to 2, den hop to orc mrt 4 hip hop at 4..."
sms-03464,Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com
sms-03465,i am seeking a lady in the street and a freak in the sheets. Is that you?
sms-03466,My phone
sms-03467,"Haha figures, well I found the piece and priscilla's bowl"
sms-03468,"Actually fuck that, just do whatever, do find an excuse to be in tampa at some point before january though"
sms-03469,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only
sms-03470,yay! finally lol. i missed our cinema trip last week :-(
sms-03471,All day working day:)except saturday and sunday..
sms-03472,aathi..where are you dear..
sms-03473,Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams
sms-03474,"I think I‘m waiting for the same bus! Inform me when you get there, if you ever get there."
sms-03475,You getting back any time soon?
sms-03476,", how's things? Just a quick question."
sms-03477,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng"
sms-03478,"I can probably come by, everybody's done around  &lt;#&gt;  right?"
sms-03479,I got it before the new year cos yetunde said she wanted to surprise you with it but when i didnt see money i returned it mid january before the  &lt;#&gt; day return period ended.
sms-03480,I can ask around but there's not a lot in terms of mids up here
sms-03481,Be sure to check your yahoo email. We sent photos yesterday
sms-03482,What was she looking for?
sms-03483,Wherre's my boytoy ? :-(
sms-03484,Do you want a NEW video phone750 anytime any network mins 150 text for only five pounds per week call 08000776320 now or reply for delivery tomorrow
sms-03485,"Hello, my love! How goes that day ? I wish your well and fine babe and hope that you find some job prospects. I miss you, boytoy ... *a teasing kiss*"
sms-03486,Tell my  bad character which u Dnt lik in me. I'll try to change in  &lt;#&gt; . I ll add tat 2 my new year resolution. Waiting for ur reply.Be frank...good morning.
sms-03487,No:-)i got rumour that you going to buy apartment in chennai:-)
sms-03488,"Yeah, probably earlier than that"
sms-03489,Change windows logoff sound..
sms-03490,Still i have not checked it da. . .
sms-03491,I'm also came to room.
sms-03492,Huh but i got lesson at 4 lei n i was thinkin of going to sch earlier n i tot of parkin at kent vale...  
sms-03493,Ok.
sms-03494,I will reach office around  &lt;DECIMAL&gt; . &amp; my mobile have problem. You cann't get my voice. So call you asa i'll free
sms-03495,"Cool, text me when you head out"
sms-03496,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000878. PoBox45W2TG150P"
sms-03497,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text"
sms-03498,Happy birthday... May u find ur prince charming soon n dun work too hard...
sms-03499,"Oh, the grand is having a bit of a party but it doesn't mention any cover charge so it's probably first come first served"
sms-03500,You said to me before i went back to bed that you can't sleep for anything.
sms-03501,I hope you arnt pissed off but id would really like to see you tomorrow. Love me xxxxxxxxxxxxxX
sms-03502,Dorothy@kiefer.com (Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..
sms-03503,says the  &lt;#&gt;  year old with a man and money. I'm down to my last  &lt;#&gt; . Still waiting for that check.
sms-03504,I will come to ur home now
sms-03505,Free any day but i finish at 6 on mon n thurs...
sms-03506,Will you be here for food
sms-03507,"life alle mone,eppolum oru pole allalo"
sms-03508,Nite...
sms-03509,"Two fundamentals of cool life: ""Walk, like you are the KING""...! OR ""Walk like you Dont care,whoever is the KING""!... Gud nyt"
sms-03510,"Camera quite good, 10.1mega pixels, 3optical and 5digital dooms. Have a lovely holiday, be safe and i hope you hav a good journey! Happy new year to you both! See you in a couple of weeks! "
sms-03511,Hi Petey!noim ok just wanted 2 chat coz avent spoken 2 u 4 a long time-hope ur doin alrite.have good nit at js love ya am.x
sms-03512,I just saw ron burgundy captaining a party boat so yeah
sms-03513,I'm serious. You are in the money base
sms-03514,Already one guy loving you:-.
sms-03515,Staff of placement training in Amrita college.
sms-03516,I always chat with you. In fact i need money can you raise me?
sms-03517,I'm job profile seems like bpo..
sms-03518,"Well, I was about to give up cos they all said no they didn‘t do one nighters. I persevered and found one but it is very cheap so i apologise in advance. It is just somewhere to sleep isnt it?"
sms-03519,"So you think i should actually talk to him? Not call his boss in the morning? I went to this place last year and he told me where i could go and get my car fixed cheaper. He kept telling me today how much he hoped i would come back in, how he always regretted not getting my number, etc."
sms-03520,Are you willing to go for apps class.
sms-03521,Hanging out with my brother and his family
sms-03522,No it will reach by 9 only. She telling she will be there. I dont know
sms-03523,Hey... are you going to quit soon? Xuhui and i working till end of the month 
sms-03524,"Im sorry bout last nite it wasnt ur fault it was me, spouse it was pmt or sumthin! U 4give me? I think u shldxxxx"
sms-03525,Try neva mate!!
sms-03526,Yeah that'd pretty much be the best case scenario
sms-03527,I not free today i haf 2 pick my parents up tonite...
sms-03528,"""HEY BABE! FAR 2 SPUN-OUT 2 SPK AT DA MO... DEAD 2 DA WRLD. BEEN SLEEPING ON DA SOFA ALL DAY, HAD A COOL NYTHO, TX 4 FONIN HON, CALL 2MWEN IM BK FRMCLOUD 9! J X"""
sms-03529,Should i send you naughty pix? :)
sms-03530,"You are a £1000 winner or Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 09071517866 Now! 150ppmPOBox10183BhamB64XE"
sms-03531,"Xmas & New Years Eve tickets are now on sale from the club, during the day from 10am till 8pm, and on Thurs, Fri & Sat night this week. They're selling fast!"
sms-03532,"Tyler (getting an 8th) has to leave not long after 9, can you get here in like an hour?"
sms-03533,Prepare to be pounded every night...
sms-03534,"Actually, my mobile is full of msg. And i m doing a work online, where i need to send them  &lt;#&gt;  sent msg i wil explain u later."
sms-03535,"Sorry, I'll call later"
sms-03536,Good evening! How are you?
sms-03537,I'm at home. Please call
sms-03538,Oic cos me n my sis got no lunch today my dad went out... So dunno whether 2 eat in sch or wat...
sms-03539,"Mmmmm ... It was sooooo good to wake to your words this morning, my Love!! Mmmm fuck ... I love you too, my Lion ... *devouring kiss from across the sea*"
sms-03540,We are pleased to inform that your application for Airtel Broadband is processed successfully. Your installation will happen within 3 days.
sms-03541,What happen dear. Why you silent. I am tensed
sms-03542,"I'll get there at 3, unless you guys want me to come some time sooner"
sms-03543,If you are not coughing then its nothing
sms-03544,Ü come lt 25 n pass to me lar
sms-03545,I'm e person who's doing e sms survey...
sms-03546,Lol ok ill try to send. Be warned Sprint is dead slow. You'll prolly get it tomorrow
sms-03547,Thank You meet you monday
sms-03548,SO IS TH GOWER MATE WHICH IS WHERE I AM!?! HOW R U MAN? ALL IS GOOD IN WALES ILL B BACK MORROW. C U THIS WK? WHO WAS THE MSG 4?  RANDOM!
sms-03549,"Rock yr chik. Get 100's of filthy films &XXX pics on yr phone now. rply FILTH to 69669. Saristar Ltd, E14 9YT 08701752560. 450p per 5 days. Stop2 cancel"
sms-03550,"Single line with a big meaning::::: ""Miss anything 4 ur ""Best Life"" but, don't miss ur best life for anything... Gud nyt..."
sms-03551,"I got like $ &lt;#&gt; , I can get some more later though. Get whatever you feel like"
sms-03552,"Dad wanted to talk about the apartment so I got a late start, omw now"
sms-03553,I love you both too :-)
sms-03554,Lol u still feeling sick?
sms-03555,Din i tell u jus now 420
sms-03556,am up to my eyes in philosophy
sms-03557,From next month get upto 50% More Calls 4 Ur standard network charge 2 activate Call 9061100010 C Wire3.net 1st4Terms PoBox84 M26 3UZ Cost £1.50 min MobcudB more
sms-03558,Ok lor. I'm in town now lei.
sms-03559,I had it already..sabarish asked me to go..
sms-03560,No da. . Vijay going to talk in jaya tv
sms-03561,URGENT! We are trying to contact U Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050000460 from land line. Claim J89. po box245c2150pm
sms-03562,Lol I know! Hey someone did a great inpersonation of flea on the forums. I love it!
sms-03563,Text BANNEDUK to 89555 to see! cost 150p textoperator g696ga 18+ XXX
sms-03564,Still chance there. If you search hard you will get it..let have a try :)
sms-03565,"Auction round 4. The highest bid is now £54. Next maximum bid is £71. To bid, send BIDS e. g. 10 (to bid £10) to 83383. Good luck."
sms-03566,Do you always celebrate NY's with your family ?
sms-03567,"We know TAJ MAHAL as symbol of love. But the other lesser known facts 1. Mumtaz was Shahjahan's 4th wife, out of his 7 wifes. 2. Shahjahan killed Mumtaz's husband to marry her. 3. Mumtaz died in her  &lt;#&gt; th delivery. 4. He then married Mumtaz's sister. Question arises where the Hell is the LOVE?:-| -The Great Hari-"
sms-03568,Its ok..come to my home it vl nice to meet and v can chat..
sms-03569,Collect your VALENTINE'S weekend to PARIS inc Flight & Hotel + £200 Prize guaranteed! Text: PARIS to No: 69101. www.rtf.sphosting.com
sms-03570,Sent me de webadres for geting salary slip
sms-03571,She's fine. Sends her greetings
sms-03572,Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY £10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg
sms-03573,But you dint in touch with me.
sms-03574,"Yup, leaving right now, be back soon"
sms-03575,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt
sms-03576,Yeah sure I'll leave in a min
sms-03577,And do you have any one that can teach me how to ship cars.
sms-03578,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL"
sms-03579,Yeah confirmed for you staying at  that weekend
sms-03580,They said ü dun haf passport or smth like dat.. Or ü juz send to my email account..  
sms-03581,"Multiply the numbers independently and count decimal points then, for the division, push the decimal places like i showed you."
sms-03582,"Have a lovely night and when you wake up to see this message, i hope you smile knowing all is as should be. Have a great morning"
sms-03583,Ard 4 lor...
sms-03584,You are right. Meanwhile how's project twins comin up
sms-03585,I sent your maga that money yesterday oh.
sms-03586,Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY £10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&
